Customer_ID,Country,Purchase_Frequency,Average_Order_Value,Last_Purchase_Days_Ago,Membership_Level,Total_Spend
109087,UAE,6,1337.24,56,Bronze,8023.44
109088,USA,47,1176.74,341,Gold,55306.78
109089,UK,49,1473.14,158,Bronze,72183.86
109090,UK,76,1987.81,314,Silver,151073.56
109091,USA,98,643.5,267,Bronze,63063.0
109092,UK,85,681.22,132,Gold,57903.7
109093,India,32,1384.52,209,Bronze,44304.64
109094,UK,54,1692.17,249,Silver,91377.18
109095,Japan,36,396.1,143,Bronze,14259.6
109096,India,89,1712.28,274,Silver,152392.92
109097,Germany,99,1794.94,334,Silver,177699.06
109098,UK,98,801.83,260,Silver,78579.34
109099,UK,19,547.78,212,Bronze,10407.82
109100,Japan,37,813.15,244,Silver,30086.55
109101,Japan,17,389.52,238,Silver,6621.84
109102,UAE,80,137.19,97,Bronze,10975.2
109103,USA,16,1598.56,149,Silver,25576.96
109104,USA,58,1148.25,152,Bronze,66598.5
109105,USA,44,998.33,1,Silver,43926.52
109106,Japan,68,443.7,303,Gold,30171.6
109107,USA,49,1113.79,76,Gold,54575.71
109108,USA,94,815.26,141,Silver,76634.44
109109,Germany,51,1022.25,321,Bronze,52134.75
109110,USA,98,199.77,352,Platinum,19577.46
109111,UK,5,1847.16,254,Silver,9235.8
109112,UAE,97,1533.07,179,Gold,148707.79
109113,Japan,58,1487.56,273,Silver,86278.48
109114,India,46,1171.92,10,Bronze,53908.32
109115,UAE,55,470.76,39,Silver,25891.8
109116,Germany,73,225.1,270,Bronze,16432.3
109117,Japan,17,735.57,240,Bronze,12504.69
109118,Japan,12,837.35,182,Gold,10048.2
109119,UK,24,1526.84,56,Platinum,36644.16
109120,UAE,56,313.3,355,Silver,17544.8
109121,UAE,55,1637.34,145,Bronze,90053.7
109122,USA,76,896.93,204,Bronze,68166.68
109123,UK,79,1603.92,17,Bronze,126709.68
109124,USA,16,999.55,28,Gold,15992.8
109125,USA,87,122.04,86,Bronze,10617.48
109126,Japan,82,1223.99,41,Gold,100367.18
109127,UAE,22,865.85,149,Bronze,19048.7
109128,USA,44,929.42,186,Silver,40894.48
109129,Germany,95,1569.52,72,Bronze,149104.4
109130,Germany,43,460.7,47,Platinum,19810.1
109131,UAE,79,70.78,220,Bronze,5591.62
109132,Germany,21,586.58,213,Bronze,12318.18
109133,Japan,8,327.12,166,Gold,2616.96
109134,UK,49,700.75,323,Bronze,34336.75
109135,India,6,431.88,351,Bronze,2591.28
109136,USA,81,212.12,30,Platinum,17181.72
109137,India,47,1658.59,220,Bronze,77953.73
109138,UK,36,434.69,13,Bronze,15648.84
109139,UK,92,740.34,265,Silver,68111.28
109140,Japan,23,23.71,106,Bronze,545.33
109141,Germany,31,1547.97,97,Silver,47987.07
109142,Germany,75,50000.0,103,Silver,70296.75
109143,UK,62,1732.06,12,Gold,107387.72
109144,Japan,84,124.6,323,Bronze,10466.4
109145,Japan,96,344.35,237,Gold,33057.6
109146,UAE,81,50000.0,317,Silver,42948.63
109147,USA,57,1778.55,149,Bronze,101377.35
109148,Germany,70,721.0,173,Silver,50470.0
109149,UK,65,390.06,126,Bronze,25353.9
109150,UAE,37,1606.9,130,Bronze,59455.3
109151,India,68,618.6,227,Silver,42064.8
109152,Germany,95,712.26,341,Bronze,67664.7
109153,USA,75,1316.14,309,Silver,98710.5
109154,Japan,17,779.96,168,Silver,13259.32
109155,UK,7,52.61,76,Silver,368.27
109156,Germany,52,1978.53,224,Bronze,102883.56
109157,India,35,492.54,24,Bronze,17238.9
109158,USA,2,503.84,339,Silver,1007.68
109159,USA,40,285.2,252,Gold,11408.0
109160,UAE,37,332.77,8,Bronze,12312.49
109161,Germany,57,1013.9,267,Bronze,57792.3
109162,India,10,1880.69,7,Bronze,18806.9
109163,USA,76,50000.0,53,Silver,106434.96
109164,UK,81,1322.01,315,Bronze,107082.81
109165,USA,46,735.74,67,Bronze,33844.04
109166,India,90,50000.0,99,Silver,146695.5
109167,Japan,5,957.24,115,Bronze,4786.2
109168,Japan,5,925.89,177,Bronze,4629.45
109169,UAE,27,1989.13,313,Bronze,53706.51
109170,Germany,5,1225.71,283,Gold,6128.55
109171,India,61,1739.0,202,Bronze,106079.0
109172,UAE,8,1058.65,254,Bronze,8469.2
109173,USA,31,340.22,241,Bronze,10546.82
109174,USA,97,1974.77,0,Silver,191552.69
109175,Japan,21,1318.23,322,Bronze,27682.83
109176,UAE,99,314.4,107,Bronze,31125.6
109177,Japan,21,1485.3,254,Platinum,31191.3
109178,UK,51,889.53,323,Gold,45366.03
109179,Japan,79,1648.33,268,Bronze,130218.07
109180,UK,59,568.61,184,Bronze,33547.99
109181,USA,2,1885.79,47,Silver,3771.58
109182,UAE,30,608.53,357,Silver,18255.9
109183,UK,58,1994.6,274,Gold,115686.8
109184,UAE,92,1406.34,328,Bronze,129383.28
109185,UAE,81,1943.15,221,Bronze,157395.15
109186,UK,20,1453.84,33,Bronze,29076.8
109187,Germany,40,1513.24,318,Bronze,60529.6
109188,Japan,29,260.33,151,Silver,7549.57
109189,UK,5,49.72,296,Silver,248.6
109190,USA,89,191.08,86,Gold,17006.12
109191,UAE,10,885.8,40,Bronze,8858.0
109192,India,83,816.12,313,Bronze,67737.96
109193,UK,61,384.01,272,Gold,23424.61
109194,Japan,1,50000.0,263,Silver,106.05
109195,UAE,47,1390.35,114,Bronze,65346.45
109196,Germany,98,411.75,7,Bronze,40351.5
109197,USA,57,1957.55,267,Silver,111580.35
109198,Germany,14,224.82,172,Bronze,3147.48
109199,India,25,739.85,209,Bronze,18496.25
109200,UK,90,968.27,163,Bronze,87144.3
109201,UAE,21,452.62,31,Silver,9505.02
109202,UK,16,1016.62,57,Bronze,16265.92
109203,Japan,74,266.46,148,Bronze,19718.04
109204,UK,32,23.25,265,Silver,744.0
109205,USA,45,1402.44,81,Bronze,63109.8
109206,India,64,1672.41,130,Platinum,107034.24
109207,Germany,84,1157.89,148,Bronze,97262.76
109208,India,73,472.43,286,Silver,34487.39
109209,UAE,60,801.23,354,Gold,48073.8
109210,UK,98,1260.06,66,Bronze,123485.88
109211,UAE,95,84.45,60,Bronze,8022.75
109212,Germany,19,206.56,164,Bronze,3924.64
109213,UAE,47,1917.23,96,Gold,90109.81
109214,Japan,95,1363.49,222,Bronze,129531.55
109215,India,64,50000.0,190,Silver,89603.2
109216,Germany,30,222.96,258,Bronze,6688.8
109217,Germany,47,481.24,4,Bronze,22618.28
109218,Germany,88,794.47,202,Silver,69913.36
109219,USA,33,426.36,325,Silver,14069.88
109220,India,82,1622.73,199,Bronze,133063.86
109221,UAE,21,1220.76,166,Platinum,25635.96
109222,Germany,95,409.73,81,Bronze,38924.35
109223,India,63,1546.4,276,Bronze,97423.2
109224,Germany,42,1090.63,287,Bronze,45806.46
109225,Japan,61,431.55,258,Silver,26324.55
109226,Japan,43,1688.85,267,Bronze,72620.55
109227,Japan,68,435.73,303,Gold,29629.64
109228,UK,26,1387.44,151,Bronze,36073.44
109229,Germany,33,811.82,48,Silver,26790.06
109230,UK,33,1503.93,82,Bronze,49629.69
109231,India,49,858.45,342,Silver,42064.05
109232,UK,84,587.5,6,Silver,49350.0
109233,India,41,1922.79,87,Silver,78834.39
109234,India,72,1522.27,211,Gold,109603.44
109235,India,36,1658.74,285,Silver,59714.64
109236,UAE,72,639.52,346,Bronze,46045.44
109237,UK,95,708.94,48,Bronze,67349.3
109238,UAE,22,362.15,128,Silver,7967.3
109239,Germany,47,904.56,364,Bronze,42514.32
109240,UK,83,1993.99,16,Silver,165501.17
109241,Germany,20,1187.18,297,Gold,23743.6
109242,Germany,87,1454.01,140,Bronze,126498.87
109243,India,24,1480.24,138,Silver,35525.76
109244,UK,43,421.54,155,Silver,18126.22
109245,Germany,88,130.93,263,Silver,11521.84
109246,Japan,73,260.76,337,Bronze,19035.48
109247,Germany,16,1444.99,323,Bronze,23119.84
109248,Japan,27,922.47,181,Bronze,24906.69
109249,UK,45,1811.27,334,Bronze,81507.15
109250,UAE,37,745.67,6,Silver,27589.79
109251,UK,13,223.29,189,Silver,2902.77
109252,UAE,51,1937.57,244,Bronze,98816.07
109253,UAE,2,813.4,105,Bronze,1626.8
109254,UK,76,1699.44,334,Gold,129157.44
109255,Germany,97,111.17,322,Bronze,10783.49
109256,USA,87,731.51,187,Bronze,63641.37
109257,Germany,59,1196.89,198,Silver,70616.51
109258,Germany,14,1057.71,1,Bronze,14807.94
109259,India,49,1460.84,160,Gold,71581.16
109260,India,30,1768.43,209,Bronze,53052.9
109261,Germany,98,1522.03,41,Silver,149158.94
109262,Japan,9,634.03,186,Bronze,5706.27
109263,UAE,79,1939.29,226,Bronze,153203.91
109264,India,24,1839.76,206,Bronze,44154.24
109265,Germany,41,1267.47,89,Silver,51966.27
109266,USA,60,1029.76,32,Bronze,61785.6
109267,Japan,89,1042.51,296,Gold,92783.39
109268,UK,32,1475.69,216,Bronze,47222.08
109269,Germany,47,977.18,87,Silver,45927.46
109270,Germany,21,1973.2,223,Bronze,41437.2
109271,UAE,42,1426.78,72,Gold,59924.76
109272,Japan,70,491.58,314,Bronze,34410.6
109273,India,89,1323.79,88,Silver,117817.31
109274,India,2,979.18,89,Gold,1958.36
109275,India,31,336.51,360,Bronze,10431.81
109276,UK,56,1047.3,187,Silver,58648.8
109277,Japan,30,1720.79,320,Gold,51623.7
109278,Japan,63,68.77,113,Bronze,4332.51
109279,India,15,1705.46,285,Gold,25581.9
109280,India,18,1376.61,346,Bronze,24778.98
109281,UAE,32,1456.81,104,Gold,46617.92
109282,USA,14,1787.41,159,Gold,25023.74
109283,USA,62,1888.56,169,Bronze,117090.72
109284,Germany,82,604.38,161,Bronze,49559.16
109285,Germany,99,1839.87,273,Bronze,182147.13
109286,Japan,52,448.75,39,Bronze,23335.0
109287,Japan,22,305.86,313,Silver,6728.92
109288,UK,14,1118.59,303,Bronze,15660.26
109289,UK,78,1856.76,143,Bronze,144827.28
109290,USA,34,127.69,325,Bronze,4341.46
109291,Germany,86,1065.49,180,Silver,91632.14
109292,USA,80,1363.45,74,Bronze,109076.0
109293,USA,56,1495.94,102,Silver,83772.64
109294,Germany,53,1017.76,319,Bronze,53941.28
109295,UK,49,1158.31,172,Silver,56757.19
109296,UAE,63,918.29,55,Bronze,57852.27
109297,UAE,16,1452.06,228,Bronze,23232.96
109298,UAE,80,770.9,65,Silver,61672.0
109299,Germany,40,575.17,6,Gold,23006.8
109300,India,38,540.28,107,Bronze,20530.64
109301,India,18,1313.7,45,Bronze,23646.6
109302,India,23,1850.68,60,Silver,42565.64
109303,Japan,48,561.82,249,Bronze,26967.36
109304,UK,82,514.67,320,Bronze,42202.94
109305,UK,46,1437.01,202,Bronze,66102.46
109306,Japan,22,38.1,101,Silver,838.2
109307,USA,54,1671.77,188,Bronze,90275.58
109308,UAE,40,770.98,126,Silver,30839.2
109309,India,30,1805.32,246,Silver,54159.6
109310,UAE,55,1422.95,60,Bronze,78262.25
109311,India,56,1589.61,4,Bronze,89018.16
109312,UAE,42,358.98,286,Bronze,15077.16
109313,USA,42,741.08,60,Platinum,31125.36
109314,UAE,62,575.53,239,Silver,35682.86
109315,UAE,82,1435.9,175,Gold,117743.8
109316,Germany,53,65.03,266,Bronze,3446.59
109317,UAE,82,1246.07,266,Gold,102177.74
109318,Germany,53,1738.85,235,Gold,92159.05
109319,UK,64,106.56,100,Bronze,6819.84
109320,Japan,1,595.57,263,Bronze,595.57
109321,UAE,79,431.74,261,Silver,34107.46
109322,UK,69,1996.23,287,Bronze,137739.87
109323,Germany,27,1971.54,233,Bronze,53231.58
109324,UAE,17,266.16,56,Silver,4524.72
109325,UAE,63,405.65,28,Gold,25555.95
109326,USA,41,65.47,210,Silver,2684.27
109327,UK,58,1141.14,363,Bronze,66186.12
109328,India,57,1377.97,215,Silver,78544.29
109329,India,96,1315.93,348,Bronze,126329.28
109330,USA,38,534.79,359,Bronze,20322.02
109331,Germany,90,422.53,319,Bronze,38027.7
109332,India,66,130.37,18,Bronze,8604.42
109333,India,92,1272.67,106,Silver,117085.64
109334,Japan,45,506.09,222,Bronze,22774.05
109335,UK,23,195.66,64,Gold,4500.18
109336,Germany,20,721.93,306,Silver,14438.6
109337,UAE,36,313.97,80,Silver,11302.92
109338,UK,42,1022.36,65,Bronze,42939.12
109339,Germany,22,315.25,102,Platinum,6935.5
109340,India,60,1977.4,199,Bronze,118644.0
109341,Japan,11,684.42,248,Bronze,7528.62
109342,UK,28,960.29,54,Platinum,26888.12
109343,India,45,1201.34,361,Bronze,54060.3
109344,Germany,22,1704.25,338,Platinum,37493.5
109345,UK,81,1896.97,312,Bronze,153654.57
109346,UAE,63,746.59,110,Silver,47035.17
109347,UK,31,858.6,168,Bronze,26616.6
109348,India,11,318.91,162,Silver,3508.01
109349,UK,36,395.5,28,Silver,14238.0
109350,UAE,78,1449.99,194,Gold,113099.22
109351,Japan,35,881.85,321,Silver,30864.75
109352,Japan,23,1687.69,351,Gold,38816.87
109353,India,29,1067.71,142,Gold,30963.59
109354,Germany,23,579.75,20,Bronze,13334.25
109355,India,16,1365.03,124,Silver,21840.48
109356,Japan,84,956.07,180,Gold,80309.88
109357,USA,89,1782.64,332,Gold,158654.96
109358,USA,19,756.25,21,Bronze,14368.75
109359,UK,90,524.27,181,Gold,47184.3
109360,UAE,96,890.09,311,Silver,85448.64
109361,UK,63,1701.13,286,Silver,107171.19
109362,USA,50,1652.33,332,Bronze,82616.5
109363,Japan,85,1789.08,149,Bronze,152071.8
109364,UK,73,1702.29,135,Gold,124267.17
109365,India,43,673.67,315,Gold,28967.81
109366,UAE,19,50000.0,90,Bronze,22659.78
109367,India,85,1593.51,344,Bronze,135448.35
109368,UAE,18,1681.44,292,Silver,30265.92
109369,Japan,6,815.48,17,Silver,4892.88
109370,UK,35,1036.91,31,Bronze,36291.85
109371,UAE,14,595.52,121,Bronze,8337.28
109372,India,64,1401.71,260,Platinum,89709.44
109373,UK,9,1350.28,153,Platinum,12152.52
109374,UK,35,50000.0,18,Silver,41613.95
109375,India,2,1262.08,6,Bronze,2524.16
109376,USA,6,1799.33,92,Platinum,10795.98
109377,UAE,99,1643.7,5,Bronze,162726.3
109378,India,25,267.14,324,Bronze,6678.5
109379,Japan,73,1292.63,202,Bronze,94361.99
109380,Germany,50,339.95,110,Bronze,16997.5
109381,India,95,313.82,240,Silver,29812.9
109382,UK,7,909.48,259,Silver,6366.36
109383,UK,63,981.38,61,Platinum,61826.94
109384,India,28,226.13,224,Silver,6331.64
109385,Germany,2,1033.39,348,Silver,2066.78
109386,India,65,369.46,233,Bronze,24014.9
109387,Germany,59,1110.27,192,Bronze,65505.93
109388,Germany,24,1667.57,20,Silver,40021.68
109389,Japan,62,190.18,14,Bronze,11791.16
109390,UAE,99,810.52,137,Silver,80241.48
109391,UK,71,482.74,237,Silver,34274.54
109392,UK,38,1157.81,16,Bronze,43996.78
109393,Germany,93,1789.17,344,Bronze,166392.81
109394,UK,62,410.6,0,Bronze,25457.2
109395,USA,65,1359.08,29,Bronze,88340.2
109396,Germany,51,204.33,210,Silver,10420.83
109397,UK,94,1100.68,256,Bronze,103463.92
109398,USA,52,1358.63,183,Bronze,70648.76
109399,Japan,96,1348.37,133,Bronze,129443.52
109400,UK,74,1481.73,42,Bronze,109648.02
109401,USA,98,846.4,190,Gold,82947.2
109402,India,63,1524.85,310,Bronze,96065.55
109403,UAE,11,50000.0,99,Gold,10519.63
109404,India,48,659.38,236,Silver,31650.24
109405,USA,54,657.47,289,Bronze,35503.38
109406,Germany,91,50000.0,62,Bronze,33472.53
109407,Germany,50,1446.74,132,Bronze,72337.0
109408,UK,74,332.1,32,Bronze,24575.4
109409,India,38,1279.7,169,Silver,48628.6
109410,Germany,86,1337.42,198,Bronze,115018.12
109411,Germany,88,587.54,205,Bronze,51703.52
109412,India,8,987.49,218,Silver,7899.92
109413,Japan,6,1348.43,203,Bronze,8090.58
109414,Germany,68,20.35,93,Bronze,1383.8
109415,UAE,69,563.99,87,Silver,38915.31
109416,USA,6,771.68,195,Bronze,4630.08
109417,UK,32,1863.09,94,Bronze,59618.88
109418,Germany,38,939.19,26,Bronze,35689.22
109419,UAE,57,1023.83,162,Bronze,58358.31
109420,UAE,84,1334.96,33,Bronze,112136.64
109421,Germany,64,913.95,63,Silver,58492.8
109422,Japan,54,876.12,185,Bronze,47310.48
109423,USA,14,1949.27,141,Bronze,27289.78
109424,UK,64,1628.4,131,Bronze,104217.6
109425,Germany,50,1409.49,119,Silver,70474.5
109426,UK,47,971.46,41,Silver,45658.62
109427,India,54,705.69,218,Silver,38107.26
109428,UAE,19,1191.97,277,Bronze,22647.43
109429,UAE,75,903.5,66,Silver,67762.5
109430,Germany,39,943.85,255,Silver,36810.15
109431,Germany,65,458.77,134,Gold,29820.05
109432,India,99,1586.72,231,Bronze,157085.28
109433,Japan,83,1586.33,364,Bronze,131665.39
109434,Germany,60,615.83,92,Bronze,36949.8
109435,UAE,33,592.46,236,Silver,19551.18
109436,UK,32,570.54,108,Gold,18257.28
109437,USA,36,342.04,212,Gold,12313.44
109438,UK,24,1719.28,300,Bronze,41262.72
109439,Japan,43,545.85,164,Bronze,23471.55
109440,USA,71,1403.34,83,Bronze,99637.14
109441,UK,71,217.33,158,Silver,15430.43
109442,UK,46,1476.06,249,Silver,67898.76
109443,India,47,311.67,300,Bronze,14648.49
109444,Japan,69,334.44,198,Bronze,23076.36
109445,UAE,14,1666.43,226,Bronze,23330.02
109446,India,45,596.02,282,Bronze,26820.9
109447,USA,52,361.32,193,Silver,18788.64
109448,UAE,90,1083.05,28,Silver,97474.5
109449,India,50,168.22,342,Bronze,8411.0
109450,Japan,65,1426.64,220,Bronze,92731.6
109451,Germany,77,1685.86,316,Bronze,129811.22
109452,Germany,64,511.84,289,Silver,32757.76
109453,USA,23,1402.04,17,Silver,32246.92
109454,Germany,84,126.51,285,Gold,10626.84
109455,India,71,966.49,92,Bronze,68620.79
109456,USA,70,1904.86,149,Bronze,133340.2
109457,UAE,59,1085.36,130,Silver,64036.24
109458,Japan,73,833.35,163,Bronze,60834.55
109459,USA,92,31.61,280,Silver,2908.12
109460,UAE,74,526.73,22,Silver,38978.02
109461,USA,54,868.4,320,Bronze,46893.6
109462,UK,99,767.3,164,Gold,75962.7
109463,UK,71,889.14,148,Gold,63128.94
109464,USA,89,66.82,191,Silver,5946.98
109465,Germany,94,1071.86,301,Bronze,100754.84
109466,UK,26,517.67,351,Bronze,13459.42
109467,Japan,44,813.19,215,Platinum,35780.36
109468,UAE,76,1775.1,164,Silver,134907.6
109469,India,13,1659.65,101,Bronze,21575.45
109470,UK,54,807.98,15,Bronze,43630.92
109471,USA,40,127.04,323,Bronze,5081.6
109472,Germany,4,1780.02,157,Silver,7120.08
109473,India,53,810.0,273,Silver,42930.0
109474,UAE,1,969.5,133,Silver,969.5
109475,UAE,6,189.68,173,Bronze,1138.08
109476,UK,55,1391.23,296,Bronze,76517.65
109477,UAE,66,1430.0,6,Gold,94380.0
109478,UAE,91,829.16,358,Bronze,75453.56
109479,Germany,18,1779.99,292,Bronze,32039.82
109480,Germany,29,116.3,25,Bronze,3372.7
109481,Germany,53,628.93,64,Gold,33333.29
109482,USA,33,429.57,237,Bronze,14175.81
109483,UAE,3,1401.86,153,Bronze,4205.58
109484,UAE,20,425.24,49,Silver,8504.8
109485,UAE,4,1411.4,118,Bronze,5645.6
109486,Japan,82,1597.18,29,Platinum,130968.76
109487,Germany,8,1570.81,86,Silver,12566.48
109488,India,86,75.54,161,Bronze,6496.44
109489,UK,86,1862.42,239,Bronze,160168.12
109490,India,83,1434.98,45,Gold,119103.34
109491,USA,28,1629.32,66,Silver,45620.96
109492,USA,66,1298.58,251,Bronze,85706.28
109493,UAE,73,1067.66,18,Silver,77939.18
109494,India,99,1296.46,185,Bronze,128349.54
109495,UAE,86,733.06,286,Bronze,63043.16
109496,Japan,26,926.47,242,Silver,24088.22
109497,USA,34,1430.61,364,Bronze,48640.74
109498,USA,71,1341.94,140,Platinum,95277.74
109499,India,94,1195.2,28,Bronze,112348.8
109500,USA,49,117.44,30,Bronze,5754.56
109501,Japan,89,589.83,179,Silver,52494.87
109502,Japan,49,1214.87,168,Bronze,59528.63
109503,Japan,73,937.97,312,Silver,68471.81
109504,UK,27,689.4,93,Bronze,18613.8
109505,Japan,65,1439.71,230,Platinum,93581.15
109506,Japan,33,786.32,309,Gold,25948.56
109507,UK,72,1818.66,204,Silver,130943.52
109508,UAE,49,1072.75,282,Bronze,52564.75
109509,Germany,63,977.35,318,Platinum,61573.05
109510,USA,32,687.65,194,Bronze,22004.8
109511,Japan,19,285.78,25,Bronze,5429.82
109512,USA,50,39.02,219,Silver,1951.0
109513,India,22,1360.24,54,Gold,29925.28
109514,USA,90,149.44,299,Bronze,13449.6
109515,UAE,67,663.57,329,Bronze,44459.19
109516,UK,9,1753.76,172,Bronze,15783.84
109517,USA,35,966.61,210,Bronze,33831.35
109518,USA,71,50000.0,207,Gold,125603.97
109519,USA,79,141.81,92,Gold,11202.99
109520,Germany,4,1689.91,224,Silver,6759.64
109521,Germany,37,1864.34,25,Gold,68980.58
109522,India,28,1828.97,249,Bronze,51211.16
109523,UK,9,686.31,148,Bronze,6176.79
109524,USA,35,208.33,247,Bronze,7291.55
109525,USA,25,1831.84,24,Gold,45796.0
109526,USA,9,331.57,79,Bronze,2984.13
109527,USA,61,1101.08,166,Bronze,67165.88
109528,Germany,52,826.76,149,Silver,42991.52
109529,UAE,97,1916.55,186,Bronze,185905.35
109530,UAE,17,843.56,138,Bronze,14340.52
109531,India,76,753.21,219,Bronze,57243.96
109532,Japan,9,1181.87,131,Bronze,10636.83
109533,UK,54,1064.95,154,Silver,57507.3
109534,UAE,5,915.21,65,Bronze,4576.05
109535,USA,63,1015.13,227,Silver,63953.19
109536,UAE,47,214.93,182,Silver,10101.71
109537,India,90,1871.13,165,Bronze,168401.7
109538,Japan,19,515.71,264,Bronze,9798.49
109539,UAE,99,1148.87,205,Platinum,113738.13
109540,India,66,90.25,84,Bronze,5956.5
109541,Germany,45,605.43,185,Gold,27244.35
109542,Japan,71,1383.63,247,Silver,98237.73
109543,India,73,925.58,331,Silver,67567.34
109544,UAE,86,1465.73,308,Bronze,126052.78
109545,Germany,33,327.72,306,Bronze,10814.76
109546,India,80,1976.38,302,Silver,158110.4
109547,India,43,902.54,91,Bronze,38809.22
109548,UAE,88,1086.8,74,Bronze,95638.4
109549,Japan,72,530.01,83,Bronze,38160.72
109550,Germany,94,691.51,154,Bronze,65001.94
109551,USA,26,1316.08,31,Bronze,34218.08
109552,UK,45,696.62,56,Gold,31347.9
109553,Japan,35,1442.72,112,Bronze,50495.2
109554,Germany,81,586.0,120,Bronze,47466.0
109555,India,53,1535.61,48,Bronze,81387.33
109556,Germany,10,1356.43,177,Bronze,13564.3
109557,UK,41,439.96,268,Bronze,18038.36
109558,UAE,17,119.07,195,Bronze,2024.19
109559,UK,71,1861.82,303,Platinum,132189.22
109560,USA,66,485.68,77,Silver,32054.88
109561,USA,11,1162.83,5,Bronze,12791.13
109562,UK,63,609.75,322,Silver,38414.25
109563,Japan,67,1323.23,221,Silver,88656.41
109564,Japan,46,1408.48,125,Bronze,64790.08
109565,India,20,167.13,251,Bronze,3342.6
109566,USA,13,119.04,346,Gold,1547.52
109567,India,87,1981.67,226,Bronze,172405.29
109568,USA,17,1540.73,176,Gold,26192.41
109569,UK,93,537.94,162,Bronze,50028.42
109570,Japan,32,992.93,123,Bronze,31773.76
109571,Japan,99,1916.8,134,Bronze,189763.2
109572,UK,99,1096.85,211,Silver,108588.15
109573,India,98,850.2,106,Silver,83319.6
109574,India,85,94.4,201,Silver,8024.0
109575,Germany,16,1177.87,138,Bronze,18845.92
109576,USA,23,1765.68,187,Bronze,40610.64
109577,India,11,1094.77,104,Bronze,12042.47
109578,UK,14,1567.93,134,Bronze,21951.02
109579,India,67,1774.24,207,Bronze,118874.08
109580,Japan,71,826.49,24,Bronze,58680.79
109581,USA,45,834.93,219,Gold,37571.85
109582,UAE,75,1844.35,115,Bronze,138326.25
109583,Germany,33,694.42,84,Bronze,22915.86
109584,USA,83,1329.78,259,Bronze,110371.74
109585,Japan,45,1247.4,50,Platinum,56133.0
109586,Japan,54,980.64,298,Bronze,52954.56
109587,Japan,51,1291.12,44,Silver,65847.12
109588,Japan,87,1412.22,42,Silver,122863.14
109589,UK,23,1851.13,135,Gold,42575.99
109590,Germany,29,1605.51,177,Bronze,46559.79
109591,UAE,6,728.9,93,Bronze,4373.4
109592,Japan,39,875.64,99,Platinum,34149.96
109593,Japan,5,1809.24,158,Bronze,9046.2
109594,India,96,556.43,287,Silver,53417.28
109595,Germany,40,663.2,36,Silver,26528.0
109596,USA,90,1384.46,227,Bronze,124601.4
109597,Germany,78,239.34,355,Silver,18668.52
109598,Germany,82,1578.65,165,Silver,129449.3
109599,UAE,21,1897.77,97,Bronze,39853.17
109600,Germany,59,1293.45,190,Gold,76313.55
109601,UAE,89,163.03,353,Silver,14509.67
109602,Japan,20,492.28,334,Gold,9845.6
109603,Japan,24,213.07,6,Silver,5113.68
109604,UK,3,632.01,195,Bronze,1896.03
109605,UAE,86,1880.31,232,Silver,161706.66
109606,UAE,72,731.23,174,Gold,52648.56
109607,USA,57,385.04,47,Bronze,21947.28
109608,India,93,1329.91,7,Bronze,123681.63
109609,Germany,71,1801.3,86,Bronze,127892.3
109610,USA,70,88.3,303,Silver,6181.0
109611,UAE,70,1343.47,153,Bronze,94042.9
109612,USA,76,592.4,335,Bronze,45022.4
109613,UK,63,760.66,298,Bronze,47921.58
109614,India,86,489.75,49,Silver,42118.5
109615,UAE,47,1814.06,182,Bronze,85260.82
109616,UAE,90,1774.32,148,Bronze,159688.8
109617,Germany,89,1217.51,140,Bronze,108358.39
109618,India,19,51.84,309,Bronze,984.96
109619,UK,99,1894.22,50,Silver,187527.78
109620,Japan,13,945.48,260,Silver,12291.24
109621,USA,89,988.1,307,Bronze,87940.9
109622,Germany,45,1550.44,256,Silver,69769.8
109623,UAE,32,1235.14,265,Silver,39524.48
109624,Japan,30,260.38,205,Silver,7811.4
109625,UK,85,228.61,167,Bronze,19431.85
109626,India,42,519.23,361,Bronze,21807.66
109627,USA,72,159.75,197,Gold,11502.0
109628,Germany,42,1669.3,105,Platinum,70110.6
109629,UAE,7,98.12,150,Bronze,686.84
109630,UAE,3,1893.04,65,Bronze,5679.12
109631,Japan,37,240.01,344,Bronze,8880.37
109632,Japan,3,1718.12,284,Silver,5154.36
109633,USA,18,489.74,257,Bronze,8815.32
109634,India,42,1328.25,330,Bronze,55786.5
109635,UK,9,697.39,332,Gold,6276.51
109636,India,57,153.21,312,Gold,8732.97
109637,India,24,1466.24,264,Silver,35189.76
109638,India,7,1619.58,120,Silver,11337.06
109639,USA,97,611.51,161,Bronze,59316.47
109640,USA,89,1573.46,232,Bronze,140037.94
109641,UK,42,925.83,94,Bronze,38884.86
109642,India,98,1464.42,160,Silver,143513.16
109643,USA,58,1297.68,161,Bronze,75265.44
109644,UK,85,1861.15,86,Bronze,158197.75
109645,UAE,56,669.43,112,Gold,37488.08
109646,UK,58,237.89,26,Bronze,13797.62
109647,India,18,1580.79,53,Silver,28454.22
109648,Germany,39,1629.33,54,Silver,63543.87
109649,India,50,71.7,192,Silver,3585.0
109650,Germany,33,269.74,87,Silver,8901.42
109651,UK,28,1667.76,311,Bronze,46697.28
109652,UAE,56,1209.2,174,Bronze,67715.2
109653,UAE,25,916.6,56,Silver,22915.0
109654,USA,14,1656.88,162,Gold,23196.32
109655,UAE,55,507.09,59,Platinum,27889.95
109656,Japan,84,663.26,261,Gold,55713.84
109657,UK,84,1551.57,130,Bronze,130331.88
